transaction_id,investor_id,scheme_code,transaction_date,transaction_type,amount,state,kyc_status
TXN001091,INV01894,120503,2021-02-18,Lumpsum,165000.00,Rajasthan,Verified
TXN001092,INV01894,125497,2020-04-05,SIP,15000.00,West Bengal,Verified
TXN001093,INV01894,119092,2015-12-09,Lumpsum,415000.00,Maharashtra,Verified
TXN001094,INV01894,119551,2018-05-26,SIP,23500.00,Delhi,Verified
TXN001095,INV01895,118632,2014-12-02,SIP,22000.00,West Bengal,Verified
TXN001096,INV01895,125497,2024-11-02,SIP,25000.00,Rajasthan,Verified
TXN001097,INV01895,119551,2016-05-27,SIP,23500.00,Maharashtra,Verified
TXN001098,INV01896,119092,2020-09-24,SIP,8000.00,Karnataka,Verified
TXN001099,INV01896,118632,2024-03-19,SIP,15500.00,Telangana,Rejected
TXN001100,INV01896,118632,2013-10-06,SIP,11500.00,Maharashtra,Verified
TXN001101,INV01896,118632,2025-11-27,SIP,13000.00,West Bengal,Verified
TXN001102,INV01896,120503,2016-05-30,SIP,12000.00,Maharashtra,Verified
TXN001103,INV01897,120841,2014-05-14,SIP,11000.00,Maharashtra,Verified
TXN001104,INV01898,120503,2019-04-26,SIP,18500.00,Karnataka,Verified
TXN001105,INV01899,125497,2021-08-03,Redemption,190000.00,West Bengal,Verified
TXN001106,INV01900,125497,2016-06-17,SIP,15500.00,Kerala,Verified
TXN001107,INV01900,119551,2025-01-17,Lumpsum,340000.00,Maharashtra,Verified
TXN001108,INV01900,125497,2016-06-21,Redemption,145000.00,West Bengal,Verified
TXN001109,INV01900,125497,2013-12-10,Redemption,116000.00,Uttar Pradesh,Verified
TXN001110,INV01900,119551,2020-01-21,Redemption,129000.00,Karnataka,Verified
TXN001111,INV01900,120841,2021-05-16,SIP,12000.00,Maharashtra,Verified
TXN001112,INV01901,120841,2026-02-19,Redemption,157000.00,Karnataka,Verified
TXN001113,INV01902,125497,2019-01-05,Redemption,295000.00,Karnataka,Verified
TXN001114,INV01902,119551,2021-03-14,SIP,20500.00,Delhi,Verified
TXN001115,INV01902,120841,2015-06-22,Lumpsum,395000.00,Maharashtra,Verified
TXN001116,INV01902,119092,2018-03-09,Redemption,172000.00,Kerala,Pending
TXN001117,INV01903,119092,2016-04-26,SIP,13000.00,Gujarat,Verified
TXN001118,INV01903,119092,2021-09-03,Redemption,180000.00,Telangana,Verified
TXN001119,INV01903,118632,2019-01-12,SIP,12000.00,Kerala,Verified
TXN001120,INV01904,119092,2014-07-04,Redemption,36000.00,Maharashtra,Pending
TXN001121,INV01904,120841,2020-02-13,SIP,1500.00,Punjab,Rejected
TXN001122,INV01904,125497,2022-03-19,SIP,15000.00,Maharashtra,Verified
TXN001123,INV01904,125497,2018-12-06,Lumpsum,300000.00,West Bengal,Verified
TXN001124,INV01904,120503,2021-12-02,SIP,21000.00,Maharashtra,Pending
TXN001125,INV01905,125497,2020-08-28,Redemption,163000.00,Karnataka,Verified
TXN001126,INV01906,120841,2015-08-19,Lumpsum,495000.00,Punjab,Verified
TXN001127,INV01906,120503,2019-06-06,Redemption,100000.00,Maharashtra,Verified
TXN001128,INV01906,119092,2021-12-01,SIP,16500.00,West Bengal,Verified
TXN001129,INV01907,118632,2013-12-06,SIP,12000.00,Maharashtra,Verified
TXN001130,INV01908,120841,2023-07-09,SIP,10000.00,Punjab,Verified
TXN001131,INV01908,119551,2021-10-27,SIP,17500.00,Madhya Pradesh,Verified
TXN001132,INV01909,125497,2015-12-24,Redemption,87000.00,Delhi,Verified
TXN001133,INV01909,125497,2017-01-02,SIP,24500.00,Maharashtra,Rejected
TXN001134,INV01910,119092,2017-12-07,SIP,22500.00,Gujarat,Verified
TXN001135,INV01911,125497,2015-10-26,SIP,3000.00,Uttar Pradesh,Verified
TXN001136,INV01911,120503,2023-12-15,SIP,9000.00,Telangana,Verified
TXN001137,INV01911,120841,2024-05-12,SIP,5000.00,Karnataka,Verified
TXN001138,INV01912,119092,2022-12-21,SIP,3500.00,Madhya Pradesh,Verified
TXN001139,INV01912,125497,2014-10-14,SIP,4000.00,Kerala,Verified
TXN001140,INV01912,119551,2015-12-24,Redemption,11000.00,Uttar Pradesh,Verified
TXN001141,INV01912,120841,2024-10-24,Lumpsum,335000.00,Tamil Nadu,Rejected
TXN001142,INV01913,119551,2016-12-20,Redemption,242000.00,Rajasthan,Verified
TXN001143,INV01913,118632,2019-04-12,SIP,500.00,Telangana,Verified
TXN001144,INV01913,118632,2016-01-28,SIP,22000.00,Maharashtra,Verified
TXN001145,INV01913,119092,2023-03-15,Lumpsum,160000.00,West Bengal,Verified
TXN001146,INV01913,119092,2021-12-04,Lumpsum,405000.00,Gujarat,Verified
TXN001147,INV01913,120503,2013-08-30,SIP,21500.00,Delhi,Verified
TXN001148,INV01913,120841,2013-06-10,SIP,17000.00,Karnataka,Pending
TXN001149,INV01914,119092,2014-02-24,SIP,12500.00,Gujarat,Verified
TXN001150,INV01915,119551,2014-04-13,Redemption,128000.00,Gujarat,Pending
TXN001151,INV01916,119551,2019-01-02,Redemption,126000.00,Tamil Nadu,Verified
TXN001152,INV01916,119092,2020-05-15,Lumpsum,330000.00,Delhi,Verified
TXN001153,INV01916,119092,2025-10-22,Lumpsum,310000.00,Uttar Pradesh,Verified
TXN001154,INV01916,125497,2018-06-24,SIP,17500.00,Rajasthan,Verified
TXN001155,INV01917,120503,2019-05-01,Redemption,280000.00,Telangana,Verified
TXN001156,INV01917,120503,2014-09-08,Lumpsum,290000.00,Rajasthan,Rejected
TXN001157,INV01917,120841,2025-02-09,SIP,20000.00,West Bengal,Verified
TXN001158,INV01918,119092,2018-05-25,SIP,10500.00,Maharashtra,Verified
TXN001159,INV01918,119551,2025-04-18,Lumpsum,50000.00,Karnataka,Verified
TXN001160,INV01918,119551,2015-09-18,SIP,10000.00,Punjab,Verified
TXN001161,INV01918,125497,2014-03-22,Lumpsum,30000.00,Tamil Nadu,Verified
TXN001162,INV01918,125497,2020-02-24,SIP,11500.00,Rajasthan,Verified
TXN001163,INV01918,120503,2021-12-10,SIP,22500.00,Tamil Nadu,Verified
TXN001164,INV01919,120503,2014-05-03,SIP,20500.00,Tamil Nadu,Verified
TXN001165,INV01920,119092,2018-12-20,SIP,500.00,Uttar Pradesh,Verified
TXN001166,INV01921,119092,2023-10-12,Redemption,206000.00,Tamil Nadu,Pending
TXN001167,INV01921,125497,2018-05-05,Redemption,103000.00,Kerala,Pending
TXN001168,INV01921,119551,2019-02-17,SIP,23000.00,Gujarat,Pending
TXN001169,INV01921,120503,2025-05-27,Lumpsum,290000.00,Delhi,Pending
TXN001170,INV01921,119092,2022-12-26,SIP,17000.00,Maharashtra,Verified
TXN001171,INV01922,119551,2019-12-25,SIP,9000.00,Rajasthan,Verified
TXN001172,INV01923,119092,2017-11-12,SIP,3500.00,Tamil Nadu,Verified
TXN001173,INV01923,120503,2023-11-04,Redemption,30000.00,Tamil Nadu,Verified
TXN001174,INV01923,120503,2025-08-29,SIP,20500.00,Uttar Pradesh,Verified
TXN001175,INV01923,125497,2015-04-22,SIP,11000.00,Maharashtra,Pending
TXN001176,INV01924,125497,2017-12-27,Redemption,137000.00,Tamil Nadu,Verified
TXN001177,INV01924,119092,2023-06-01,Lumpsum,410000.00,Gujarat,Verified
TXN001178,INV01925,119551,2013-02-28,Lumpsum,385000.00,Maharashtra,Verified
TXN001179,INV01925,119551,2016-09-26,SIP,21000.00,Gujarat,Verified
TXN001180,INV01925,125497,2024-05-11,SIP,3000.00,Gujarat,Pending
TXN001181,INV01925,125497,2015-08-07,SIP,24500.00,Delhi,Verified
TXN001182,INV01925,120841,2014-04-12,Redemption,235000.00,Tamil Nadu,Verified
TXN001183,INV01925,120841,2020-07-26,SIP,16000.00,Uttar Pradesh,Verified
TXN001184,INV01925,120503,2017-08-01,Lumpsum,205000.00,Maharashtra,Verified
TXN001185,INV01926,119551,2026-06-08,Lumpsum,210000.00,Maharashtra,Verified
TXN001186,INV01926,119092,2023-09-12,SIP,19500.00,Delhi,Pending
TXN001187,INV01927,118632,2024-04-22,SIP,7500.00,Delhi,Verified
TXN001188,INV01927,120841,2020-07-30,SIP,2000.00,Maharashtra,Verified
TXN001189,INV01927,120503,2017-02-13,SIP,14500.00,Rajasthan,Verified
TXN001190,INV01927,119551,2020-01-29,SIP,22500.00,Telangana,Pending
TXN001191,INV01928,120841,2018-11-30,SIP,11000.00,Telangana,Verified
TXN001192,INV01929,119092,2016-07-22,SIP,20500.00,Tamil Nadu,Verified
TXN001193,INV01929,125497,2015-12-02,Lumpsum,270000.00,Telangana,Pending
TXN001194,INV01930,119551,2014-03-12,SIP,5000.00,Rajasthan,Verified
TXN001195,INV01930,125497,2014-02-26,Lumpsum,240000.00,Gujarat,Verified
TXN001196,INV01930,119551,2017-12-29,Redemption,113000.00,Uttar Pradesh,Verified
TXN001197,INV01930,125497,2017-08-21,SIP,12500.00,Maharashtra,Verified
TXN001198,INV01931,120841,2015-02-10,Lumpsum,160000.00,Telangana,Verified
TXN001199,INV01931,120503,2018-07-12,Lumpsum,170000.00,Karnataka,Verified
TXN001200,INV01932,125497,2016-10-18,SIP,8000.00,Delhi,Verified
TXN001201,INV01932,120503,2021-08-12,Lumpsum,70000.00,Gujarat,Verified
TXN001202,INV01932,119551,2023-08-19,SIP,20500.00,Tamil Nadu,Verified
TXN001203,INV01932,118632,2017-01-06,SIP,12500.00,Delhi,Pending
TXN001204,INV01933,120841,2022-02-03,SIP,12000.00,Gujarat,Verified
TXN001205,INV01933,125497,2025-08-23,Redemption,60000.00,West Bengal,Verified
TXN001206,INV01933,119092,2023-04-20,SIP,15500.00,Madhya Pradesh,Verified
TXN001207,INV01934,125497,2017-11-01,SIP,11000.00,Maharashtra,Pending
TXN001208,INV01934,120841,2020-06-05,Lumpsum,405000.00,Maharashtra,Verified
TXN001209,INV01935,119551,2015-12-16,SIP,17000.00,Uttar Pradesh,Rejected
TXN001210,INV01935,120841,2023-04-14,Redemption,113000.00,Telangana,Verified
TXN001211,INV01936,119092,2023-06-16,SIP,18000.00,Madhya Pradesh,Verified
TXN001212,INV01936,120503,2022-09-26,Lumpsum,175000.00,Maharashtra,Verified
TXN001213,INV01936,120503,2015-07-03,Lumpsum,380000.00,Uttar Pradesh,Pending
TXN001214,INV01937,119551,2017-06-25,SIP,20000.00,Maharashtra,Verified
TXN001215,INV01938,119092,2018-01-10,SIP,12000.00,Maharashtra,Verified
TXN001216,INV01939,125497,2018-02-16,SIP,11500.00,Telangana,Verified
TXN001217,INV01939,119551,2021-01-25,SIP,18000.00,Maharashtra,Verified
TXN001218,INV01940,125497,2023-08-19,SIP,16000.00,Tamil Nadu,Verified
TXN001219,INV01940,125497,2018-02-16,Redemption,6000.00,Karnataka,Verified
TXN001220,INV01940,119551,2016-09-15,Lumpsum,460000.00,Delhi,Verified
TXN001221,INV01940,119092,2026-02-27,SIP,5500.00,Karnataka,Verified
TXN001222,INV01940,125497,2021-12-29,Redemption,143000.00,Delhi,Verified
TXN001223,INV01940,120503,2024-03-07,Lumpsum,415000.00,Punjab,Verified
TXN001224,INV01941,120841,2024-04-19,SIP,18000.00,Telangana,Verified
TXN001225,INV01941,118632,2019-04-26,Redemption,37000.00,Tamil Nadu,Verified
TXN001226,INV01941,118632,2022-03-18,SIP,21000.00,Punjab,Verified
TXN001227,INV01941,119551,2014-12-24,Lumpsum,170000.00,Karnataka,Pending
TXN001228,INV01942,125497,2025-08-01,SIP,21000.00,Uttar Pradesh,Verified
TXN001229,INV01942,120841,2023-09-09,SIP,24000.00,West Bengal,Verified
TXN001230,INV01942,118632,2019-05-29,SIP,3500.00,Rajasthan,Verified
TXN001231,INV01942,119092,2017-07-07,SIP,14000.00,Delhi,Verified
TXN001232,INV01942,119092,2019-03-11,SIP,17500.00,Karnataka,Verified
TXN001233,INV01942,125497,2024-02-28,SIP,9000.00,Punjab,Verified
TXN001234,INV01942,119092,2015-01-08,Lumpsum,390000.00,Uttar Pradesh,Pending
TXN001235,INV01942,119092,2026-02-25,SIP,4500.00,Gujarat,Verified
TXN001236,INV01943,120503,2021-12-20,Redemption,256000.00,West Bengal,Pending
TXN001237,INV01944,125497,2021-05-02,SIP,16000.00,Uttar Pradesh,Verified
TXN001238,INV01944,119551,2017-12-11,Lumpsum,80000.00,Maharashtra,Verified
TXN001239,INV01944,120841,2015-08-24,SIP,1000.00,Telangana,Verified
TXN001240,INV01944,120841,2025-12-26,SIP,21000.00,Rajasthan,Verified
TXN001241,INV01944,118632,2017-10-03,Lumpsum,335000.00,Maharashtra,Verified
TXN001242,INV01944,119092,2023-08-20,Redemption,192000.00,Gujarat,Verified
TXN001243,INV01944,120503,2026-05-06,Lumpsum,405000.00,Maharashtra,Verified
TXN001244,INV01944,120841,2013-06-05,SIP,18500.00,Gujarat,Verified
TXN001245,INV01944,118632,2016-12-28,SIP,19000.00,Telangana,Pending
TXN001246,INV01945,120503,2019-06-06,SIP,18000.00,Karnataka,Verified
TXN001247,INV01946,119092,2023-05-14,SIP,12000.00,Delhi,Verified
TXN001248,INV01947,120503,2021-09-13,SIP,1500.00,Telangana,Verified
TXN001249,INV01948,119551,2025-03-13,SIP,7500.00,West Bengal,Verified
TXN001250,INV01948,119092,2019-07-09,Redemption,90000.00,Gujarat,Verified
TXN001251,INV01949,120503,2013-07-08,SIP,4500.00,Tamil Nadu,Verified
TXN001252,INV01950,118632,2025-07-04,Redemption,204000.00,Gujarat,Verified
TXN001253,INV01950,119551,2017-12-18,Redemption,56000.00,West Bengal,Verified
TXN001254,INV01950,125497,2025-01-09,SIP,19000.00,Tamil Nadu,Verified
TXN001255,INV01951,120841,2021-11-06,Lumpsum,295000.00,Maharashtra,Verified
TXN001256,INV01951,120503,2013-11-21,SIP,1500.00,Delhi,Pending
TXN001257,INV01952,125497,2021-12-31,SIP,1000.00,Rajasthan,Verified
TXN001258,INV01953,125497,2021-07-15,Lumpsum,395000.00,Uttar Pradesh,Verified
TXN001259,INV01953,120503,2024-07-04,Lumpsum,395000.00,Uttar Pradesh,Verified
TXN001260,INV01953,120841,2017-06-27,SIP,9000.00,Telangana,Verified
TXN001261,INV01954,119551,2019-04-15,SIP,18500.00,Telangana,Verified
TXN001262,INV01955,125497,2024-05-10,Lumpsum,365000.00,Karnataka,Verified
TXN001263,INV01955,120503,2024-05-25,SIP,15000.00,Delhi,Verified
TXN001264,INV01956,119092,2013-12-25,Lumpsum,25000.00,Delhi,Verified
TXN001265,INV01956,120841,2014-02-24,Redemption,201000.00,Uttar Pradesh,Pending
TXN001266,INV01956,120503,2016-09-04,Redemption,70000.00,Tamil Nadu,Verified
TXN001267,INV01956,125497,2023-11-04,Lumpsum,290000.00,Kerala,Verified
TXN001268,INV01956,120503,2023-12-25,Lumpsum,155000.00,Rajasthan,Verified
TXN001269,INV01956,125497,2017-12-18,SIP,10000.00,Telangana,Verified
TXN001270,INV01957,125497,2023-10-14,SIP,24500.00,Punjab,Pending
TXN001271,INV01957,125497,2023-02-02,SIP,16000.00,Gujarat,Verified
TXN001272,INV01957,119551,2017-10-05,SIP,8500.00,Maharashtra,Verified
TXN001273,INV01958,118632,2021-08-18,Lumpsum,60000.00,West Bengal,Verified
TXN001274,INV01959,125497,2021-06-11,Lumpsum,255000.00,Maharashtra,Verified
TXN001275,INV01960,119551,2017-09-18,Redemption,232000.00,Gujarat,Verified
TXN001276,INV01961,125497,2015-06-04,Lumpsum,120000.00,Delhi,Rejected
TXN001277,INV01962,120503,2021-05-17,Redemption,31000.00,Rajasthan,Pending
TXN001278,INV01962,120503,2025-01-14,Lumpsum,440000.00,Telangana,Verified
TXN001279,INV01963,119551,2024-06-10,Redemption,289000.00,Uttar Pradesh,Verified
TXN001280,INV01964,120503,2015-03-21,Redemption,207000.00,Delhi,Verified
TXN001281,INV01964,120503,2016-08-01,SIP,13000.00,West Bengal,Verified
TXN001282,INV01964,119092,2021-10-16,Redemption,49000.00,Uttar Pradesh,Rejected
TXN001283,INV01964,125497,2019-08-01,SIP,10000.00,Maharashtra,Verified
TXN001284,INV01964,119092,2021-11-09,Lumpsum,330000.00,Tamil Nadu,Verified
TXN001285,INV01964,119092,2024-06-07,Lumpsum,110000.00,Kerala,Verified
TXN001286,INV01964,119092,2016-01-14,SIP,21000.00,Maharashtra,Rejected
TXN001287,INV01965,120841,2014-06-15,Redemption,260000.00,Uttar Pradesh,Verified
TXN001288,INV01966,120503,2013-11-06,SIP,22500.00,Tamil Nadu,Verified
TXN001289,INV01966,125497,2020-10-31,Lumpsum,190000.00,Uttar Pradesh,Verified
TXN001290,INV01966,119551,2019-07-12,Lumpsum,405000.00,Karnataka,Pending
TXN001291,INV01966,118632,2013-08-12,SIP,17500.00,Punjab,Verified
TXN001292,INV01966,120841,2021-11-09,SIP,24000.00,Gujarat,Verified
TXN001293,INV01966,125497,2018-11-18,SIP,20000.00,Gujarat,Verified
TXN001294,INV01966,119551,2015-03-25,SIP,14000.00,Karnataka,Verified
TXN001295,INV01966,120841,2017-11-22,SIP,11000.00,Uttar Pradesh,Verified
TXN001296,INV01966,119551,2021-07-16,SIP,23000.00,Karnataka,Verified
TXN001297,INV01966,119092,2017-05-09,SIP,7500.00,Uttar Pradesh,Pending
TXN001298,INV01966,118632,2017-12-06,SIP,12500.00,Rajasthan,Verified
TXN001299,INV01966,120503,2019-01-13,SIP,24000.00,Kerala,Verified
TXN001300,INV01967,120503,2019-11-26,Lumpsum,420000.00,Delhi,Rejected
TXN001301,INV01967,119092,2014-01-20,Lumpsum,120000.00,Uttar Pradesh,Verified
TXN001302,INV01967,125497,2018-03-29,SIP,10500.00,Kerala,Verified
TXN001303,INV01967,118632,2014-05-22,Lumpsum,315000.00,Uttar Pradesh,Verified
TXN001304,INV01967,120841,2015-01-05,SIP,1500.00,Maharashtra,Verified
TXN001305,INV01968,120841,2014-07-14,SIP,7500.00,Telangana,Verified
TXN001306,INV01968,120503,2024-10-07,Lumpsum,150000.00,Uttar Pradesh,Verified
TXN001307,INV01968,120503,2025-07-28,Lumpsum,450000.00,West Bengal,Verified
TXN001308,INV01969,125497,2024-08-26,SIP,10500.00,Telangana,Pending
TXN001309,INV01970,119551,2024-01-18,SIP,20000.00,Tamil Nadu,Verified
TXN001310,INV01970,119551,2025-06-03,Lumpsum,320000.00,Tamil Nadu,Verified
TXN001311,INV01970,119092,2016-08-05,Redemption,205000.00,Maharashtra,Verified
TXN001312,INV01970,120503,2018-03-16,SIP,25000.00,Maharashtra,Verified
TXN001313,INV01970,119551,2013-01-11,SIP,8000.00,Maharashtra,Verified
TXN001314,INV01970,119092,2015-09-27,Redemption,257000.00,Tamil Nadu,Rejected
TXN001315,INV01970,120841,2015-02-28,SIP,17000.00,Gujarat,Verified
TXN001316,INV01970,125497,2021-07-05,SIP,9000.00,Gujarat,Verified
TXN001317,INV01971,120841,2020-08-15,SIP,10000.00,Maharashtra,Verified
TXN001318,INV01971,120503,2015-05-07,SIP,17000.00,Gujarat,Verified
TXN001319,INV01971,125497,2022-05-23,SIP,23000.00,Telangana,Verified
TXN001320,INV01972,119092,2020-06-01,SIP,24000.00,Uttar Pradesh,Verified
TXN001321,INV01972,120503,2024-07-31,SIP,14000.00,Maharashtra,Verified
TXN001322,INV01972,125497,2014-05-25,Lumpsum,500000.00,Gujarat,Verified
TXN001323,INV01972,119092,2026-01-29,Lumpsum,270000.00,Kerala,Verified
TXN001324,INV01972,125497,2022-04-03,SIP,13000.00,Karnataka,Pending
TXN001325,INV01972,119551,2018-09-10,SIP,6500.00,Madhya Pradesh,Verified
TXN001326,INV01972,120503,2016-03-15,Redemption,150000.00,Maharashtra,Pending
TXN001327,INV01973,119551,2024-07-11,Lumpsum,275000.00,West Bengal,Verified
TXN001328,INV01974,119092,2024-02-12,Redemption,100000.00,Telangana,Verified
TXN001329,INV01974,118632,2025-04-05,SIP,21500.00,Gujarat,Verified
TXN001330,INV01974,118632,2016-03-04,SIP,2500.00,Gujarat,Verified
TXN001331,INV01975,119092,2022-08-14,SIP,24000.00,Karnataka,Verified
TXN001332,INV01975,120503,2018-06-02,Redemption,23000.00,West Bengal,Verified
TXN001333,INV01976,125497,2019-06-27,SIP,18500.00,Maharashtra,Verified
TXN001334,INV01976,120841,2026-03-07,SIP,15500.00,Uttar Pradesh,Pending
TXN001335,INV01976,118632,2019-01-03,SIP,2000.00,Kerala,Rejected
TXN001336,INV01976,120503,2025-09-09,SIP,22500.00,Maharashtra,Verified
TXN001337,INV01976,118632,2016-11-13,SIP,19500.00,Maharashtra,Verified
TXN001338,INV01976,120503,2024-05-30,SIP,2000.00,Tamil Nadu,Verified
TXN001339,INV01976,125497,2019-05-04,Lumpsum,50000.00,Rajasthan,Verified
TXN001340,INV01976,119551,2017-07-19,SIP,18000.00,Maharashtra,Verified
TXN001341,INV01977,119092,2022-03-14,Redemption,221000.00,Telangana,Pending
TXN001342,INV01978,125497,2020-09-16,SIP,10000.00,Tamil Nadu,Verified
TXN001343,INV01979,119092,2025-10-03,Lumpsum,320000.00,Uttar Pradesh,Verified
TXN001344,INV01980,118632,2014-01-22,SIP,21000.00,Karnataka,Verified
TXN001345,INV01981,120503,2015-07-30,Redemption,102000.00,Tamil Nadu,Verified
TXN001346,INV01982,120503,2023-01-14,Lumpsum,275000.00,Punjab,Verified
TXN001347,INV01983,119092,2026-02-10,Redemption,202000.00,Karnataka,Verified
TXN001348,INV01984,118632,2013-10-24,SIP,3500.00,Kerala,Verified
TXN001349,INV01984,119092,2021-12-12,SIP,18000.00,Maharashtra,Verified
TXN001350,INV01984,125497,2019-05-07,Redemption,215000.00,Telangana,Verified
TXN001351,INV01984,118632,2022-01-20,SIP,1000.00,Tamil Nadu,Verified
TXN001352,INV01984,120841,2020-12-28,SIP,15500.00,Uttar Pradesh,Verified
TXN001353,INV01984,120503,2025-10-13,Redemption,104000.00,Maharashtra,Verified
TXN001354,INV01984,125497,2026-03-18,SIP,4500.00,Kerala,Verified
TXN001355,INV01984,120503,2021-04-30,Lumpsum,180000.00,Maharashtra,Verified
TXN001356,INV01985,120503,2024-03-07,Lumpsum,310000.00,Karnataka,Pending
TXN001357,INV01985,119092,2020-07-20,Lumpsum,190000.00,Maharashtra,Verified
TXN001358,INV01986,120841,2013-09-22,SIP,13500.00,Uttar Pradesh,Verified
TXN001359,INV01987,120503,2022-03-28,SIP,21000.00,Maharashtra,Verified
TXN001360,INV01987,125497,2024-04-13,SIP,18000.00,Madhya Pradesh,Verified
TXN001361,INV01987,120841,2022-07-07,SIP,9000.00,Uttar Pradesh,Verified
TXN001362,INV01988,120503,2026-01-20,SIP,11000.00,Uttar Pradesh,Verified
TXN001363,INV01989,119551,2022-03-20,Lumpsum,310000.00,Uttar Pradesh,Verified
TXN001364,INV01990,118632,2014-05-18,SIP,13000.00,Maharashtra,Pending
TXN001365,INV01990,125497,2014-02-14,SIP,18500.00,Uttar Pradesh,Verified
TXN001366,INV01990,118632,2019-12-17,SIP,14500.00,West Bengal,Verified
TXN001367,INV01990,120841,2024-12-02,Redemption,48000.00,Madhya Pradesh,Verified
TXN001368,INV01990,125497,2018-07-07,Redemption,44000.00,Karnataka,Verified
TXN001369,INV01990,119551,2023-03-30,Lumpsum,360000.00,Kerala,Verified
TXN001370,INV01990,119551,2020-06-16,SIP,15000.00,Tamil Nadu,Verified
TXN001371,INV01991,118632,2025-03-20,Redemption,294000.00,Telangana,Verified
TXN001372,INV01992,119551,2026-03-06,SIP,23000.00,Rajasthan,Verified
TXN001373,INV01992,120841,2022-10-18,Redemption,57000.00,Karnataka,Verified
TXN001374,INV01992,125497,2018-02-03,Redemption,175000.00,Karnataka,Verified
TXN001375,INV01992,120841,2023-06-26,SIP,500.00,Maharashtra,Verified
TXN001376,INV01992,119551,2018-07-14,SIP,9500.00,Delhi,Verified
TXN001377,INV01993,120841,2017-11-20,SIP,8000.00,Karnataka,Pending
TXN001378,INV01994,120841,2016-07-26,SIP,9500.00,Maharashtra,Verified
TXN001379,INV01994,119551,2024-12-23,SIP,10500.00,Karnataka,Rejected
TXN001380,INV01994,120841,2025-07-04,SIP,20000.00,Karnataka,Rejected
TXN001381,INV01994,119551,2024-05-30,SIP,20000.00,West Bengal,Verified
TXN001382,INV01995,125497,2023-09-13,Redemption,136000.00,Madhya Pradesh,Verified
TXN001383,INV01995,120841,2018-01-20,Redemption,174000.00,Kerala,Pending
TXN001384,INV01995,120841,2025-12-28,SIP,24000.00,Karnataka,Pending
TXN001385,INV01995,120503,2013-07-25,SIP,18000.00,Rajasthan,Verified
TXN001386,INV01995,119551,2020-06-18,Lumpsum,350000.00,Uttar Pradesh,Rejected
TXN001387,INV01995,119092,2021-06-07,SIP,2500.00,Uttar Pradesh,Verified
TXN001388,INV01996,120841,2014-04-25,Redemption,139000.00,West Bengal,Verified
TXN001389,INV01996,120841,2020-06-21,SIP,18000.00,Maharashtra,Verified
TXN001390,INV01996,119092,2020-09-26,SIP,21500.00,Karnataka,Verified
TXN001391,INV01997,118632,2019-08-03,SIP,15500.00,Telangana,Verified
TXN001392,INV01997,125497,2023-07-13,SIP,10000.00,Gujarat,Verified
TXN001393,INV01997,125497,2018-12-30,SIP,24500.00,Gujarat,Verified
TXN001394,INV01997,119551,2013-06-30,Redemption,150000.00,Punjab,Verified
TXN001395,INV01997,118632,2022-02-13,SIP,3500.00,Karnataka,Verified
TXN001396,INV01998,120503,2020-10-01,Redemption,225000.00,Maharashtra,Verified
TXN001397,INV01998,119551,2015-03-22,Lumpsum,175000.00,Rajasthan,Verified
TXN001398,INV01999,119092,2021-06-06,SIP,14000.00,West Bengal,Pending
TXN001399,INV01999,119551,2017-05-08,SIP,8000.00,West Bengal,Pending
TXN001400,INV01999,120503,2020-06-17,Lumpsum,185000.00,Punjab,Verified
TXN001401,INV02000,119551,2026-02-17,Lumpsum,180000.00,West Bengal,Verified
TXN001402,INV02001,119092,2024-02-04,SIP,7500.00,Tamil Nadu,Verified
TXN001403,INV02001,120503,2020-07-11,SIP,10000.00,Karnataka,Verified
TXN001404,INV02001,120841,2024-04-07,Redemption,300000.00,Gujarat,Verified
TXN001405,INV02001,119551,2020-01-31,Lumpsum,200000.00,Kerala,Verified
TXN001406,INV02002,120841,2025-12-19,SIP,500.00,Telangana,Verified
TXN001407,INV02002,120503,2013-08-09,SIP,1000.00,West Bengal,Verified
TXN001408,INV02002,120503,2022-03-28,SIP,12500.00,Gujarat,Verified
TXN001409,INV02002,119092,2017-05-10,SIP,20500.00,Maharashtra,Verified
TXN001410,INV02002,125497,2021-08-05,SIP,3000.00,Maharashtra,Verified
TXN001411,INV02003,125497,2018-10-17,Redemption,292000.00,Madhya Pradesh,Verified
TXN001412,INV02003,118632,2025-10-29,SIP,15000.00,Rajasthan,Verified
TXN001413,INV02004,120841,2025-01-26,SIP,19500.00,Tamil Nadu,Verified
TXN001414,INV02004,120503,2017-09-23,SIP,10000.00,Tamil Nadu,Verified
TXN001415,INV02004,119551,2022-07-30,SIP,8500.00,Rajasthan,Verified
TXN001416,INV02005,125497,2021-06-09,Redemption,27000.00,Rajasthan,Pending
TXN001417,INV02005,120841,2020-06-30,Lumpsum,250000.00,Karnataka,Verified
TXN001418,INV02006,120841,2020-06-18,Lumpsum,135000.00,Uttar Pradesh,Verified
TXN001419,INV02007,119551,2017-01-03,SIP,2000.00,Tamil Nadu,Verified
TXN001420,INV02008,119551,2013-07-20,SIP,3000.00,Punjab,Verified
TXN001421,INV02009,125497,2017-05-03,Lumpsum,230000.00,Punjab,Verified
TXN001422,INV02009,119092,2023-03-16,Lumpsum,350000.00,Uttar Pradesh,Verified
TXN001423,INV02009,125497,2024-04-23,SIP,7500.00,Karnataka,Verified
TXN001424,INV02009,120503,2016-08-05,Redemption,28000.00,Rajasthan,Verified
